Date,Time,Global_active_power
17/12/2006,06:42:00,1.71
17/12/2006,06:43:00,1.0496166742390498
17/12/2006,06:44:00,5.6
17/12/2006,06:45:00,2.272
17/12/2006,06:46:00,2.745
17/12/2006,06:47:00,0.889
17/12/2006,06:48:00,1.419
17/12/2006,06:49:00,3.598
17/12/2006,06:50:00,1.7532852089676099
17/12/2006,06:51:00,4.396
17/12/2006,06:52:00,2.914
17/12/2006,06:53:00,4.593
17/12/2006,06:54:00,0.9343896366746
17/12/2006,06:55:00,4.67
17/12/2006,06:56:00,2.482
17/12/2006,06:57:00,3.819
17/12/2006,06:58:00,2.412
17/12/2006,06:59:00,5.888
17/12/2006,07:00:00,5.211
17/12/2006,07:01:00,0.535
17/12/2006,07:02:00,3.223
17/12/2006,07:03:00,1.3004284125295111
17/12/2006,07:04:00,2.178
17/12/2006,07:05:00,1.58
17/12/2006,07:06:00,5.311
17/12/2006,07:07:00,1.2
17/12/2006,07:08:00,4.441
17/12/2006,07:09:00,5.874
17/12/2006,07:10:00,3.979
17/12/2006,07:11:00,3.587
17/12/2006,07:12:00,2.728
17/12/2006,07:13:00,4.531
17/12/2006,07:14:00,1.363
17/12/2006,07:15:00,3.253
17/12/2006,07:16:00,1.485
17/12/2006,07:17:00,1.836
17/12/2006,07:18:00,3.635
17/12/2006,07:19:00,2.112722358376797
17/12/2006,07:20:00,4.716
17/12/2006,07:21:00,0.722
17/12/2006,07:22:00,3.713
17/12/2006,07:23:00,2.193
17/12/2006,07:24:00,1.494
17/12/2006,07:25:00,1.151
17/12/2006,07:26:00,2.935
17/12/2006,07:27:00,5.847
17/12/2006,07:28:00,2.848
17/12/2006,07:29:00,5.952
17/12/2006,07:30:00,1.553
17/12/2006,07:31:00,2.441
17/12/2006,07:32:00,3.982
17/12/2006,07:33:00,2.725
17/12/2006,07:34:00,1.700352007826403
17/12/2006,07:35:00,3.717
17/12/2006,07:36:00,1.611
17/12/2006,07:37:00,2.3504965652860657
17/12/2006,07:38:00,4.811
17/12/2006,07:39:00,5.755
17/12/2006,07:40:00,3.235
17/12/2006,07:41:00,2.727
17/12/2006,07:42:00,1.71
17/12/2006,07:43:00,3.179
17/12/2006,07:44:00,4.779
17/12/2006,07:45:00,3.288
17/12/2006,07:46:00,1.233
17/12/2006,07:47:00,0.923
17/12/2006,07:48:00,2.722
17/12/2006,07:49:00,3.007
17/12/2006,07:50:00,2.234
17/12/2006,07:51:00,3.889
17/12/2006,07:52:00,1.051
17/12/2006,07:53:00,0.586
17/12/2006,07:54:00,5.227
17/12/2006,07:55:00,4.994
17/12/2006,07:56:00,5.304
17/12/2006,07:57:00,0.946
17/12/2006,07:58:00,3.177
17/12/2006,07:59:00,2.728
17/12/2006,08:00:00,1.619
17/12/2006,08:01:00,1.505
17/12/2006,08:02:00,5.202
17/12/2006,08:03:00,4.573
17/12/2006,08:04:00,4.926
17/12/2006,08:05:00,2.114
17/12/2006,08:06:00,3.581
17/12/2006,08:07:00,3.754
17/12/2006,08:08:00,4.34
17/12/2006,08:09:00,2.918
17/12/2006,08:10:00,4.198
17/12/2006,08:11:00,2.89
17/12/2006,08:12:00,0.8771049632556525
17/12/2006,08:13:00,3.216
17/12/2006,08:14:00,5.823
17/12/2006,08:15:00,2.164
17/12/2006,08:16:00,5.049
17/12/2006,08:17:00,2.183
17/12/2006,08:18:00,0.586
17/12/2006,08:19:00,4.316
17/12/2006,08:20:00,0.913
17/12/2006,08:21:00,1.294
17/12/2006,08:22:00,3.917
17/12/2006,08:23:00,4.089
17/12/2006,08:24:00,0.41305890201195494
17/12/2006,08:25:00,3.866
17/12/2006,08:26:00,0.6023908540324668
17/12/2006,08:27:00,1.6810728156738781
17/12/2006,08:28:00,1.009
17/12/2006,08:29:00,2.23
17/12/2006,08:30:00,5.119
17/12/2006,08:31:00,3.085
17/12/2006,08:32:00,3.483
17/12/2006,08:33:00,3.15
17/12/2006,08:34:00,0.761
17/12/2006,08:35:00,4.517
17/12/2006,08:36:00,1.592
17/12/2006,08:37:00,0.3886860793845822
17/12/2006,08:38:00,2.125
17/12/2006,08:39:00,1.362
17/12/2006,08:40:00,3.746
17/12/2006,08:41:00,5.475
17/12/2006,08:42:00,4.178
17/12/2006,08:43:00,4.824
17/12/2006,08:44:00,1.393
17/12/2006,08:45:00,4.918
17/12/2006,08:46:00,0.46383877845658883
17/12/2006,08:47:00,2.12
17/12/2006,08:48:00,1.325
17/12/2006,08:49:00,4.859
17/12/2006,08:50:00,3.211
17/12/2006,08:51:00,0.9064587498700528
17/12/2006,08:52:00,5.607
17/12/2006,08:53:00,1.632
17/12/2006,08:54:00,5.083
17/12/2006,08:55:00,0.7769131510893247
17/12/2006,08:56:00,5.99
17/12/2006,08:57:00,3.569
17/12/2006,08:58:00,4.932
17/12/2006,08:59:00,1.497
17/12/2006,09:00:00,0.2206165798181169
17/12/2006,09:01:00,0.997
17/12/2006,09:02:00,5.909
17/12/2006,09:03:00,3.851
17/12/2006,09:04:00,1.2753222588724153
17/12/2006,09:05:00,0.581
17/12/2006,09:06:00,3.429
17/12/2006,09:07:00,0.746
17/12/2006,09:08:00,2.451
17/12/2006,09:09:00,4.782
17/12/2006,09:10:00,3.961
17/12/2006,09:11:00,3.62
17/12/2006,09:12:00,4.15
17/12/2006,09:13:00,2.901
17/12/2006,09:14:00,2.5349142250961827
17/12/2006,09:15:00,2.964
17/12/2006,09:16:00,1.589
17/12/2006,09:17:00,1.257
17/12/2006,09:18:00,2.407
17/12/2006,09:19:00,1.984
17/12/2006,09:20:00,1.179
17/12/2006,09:21:00,1.611
17/12/2006,09:22:00,4.851
17/12/2006,09:23:00,1.137
17/12/2006,09:24:00,1.292
17/12/2006,09:25:00,1.915
17/12/2006,09:26:00,3.766
17/12/2006,09:27:00,4.35
17/12/2006,09:28:00,4.083
17/12/2006,09:29:00,1.3955741410325049
17/12/2006,09:30:00,1.465
17/12/2006,09:31:00,4.05
17/12/2006,09:32:00,1.41
17/12/2006,09:33:00,3.846
17/12/2006,09:34:00,2.65
17/12/2006,09:35:00,4.557
17/12/2006,09:36:00,4.765
17/12/2006,09:37:00,3.453
17/12/2006,09:38:00,2.012
17/12/2006,09:39:00,2.936
17/12/2006,09:40:00,1.867
17/12/2006,09:41:00,3.541
17/12/2006,09:42:00,2.898
17/12/2006,09:43:00,2.904
17/12/2006,09:44:00,0.948
17/12/2006,09:45:00,4.21
17/12/2006,09:46:00,0.641
17/12/2006,09:47:00,0.531
17/12/2006,09:48:00,5.473
17/12/2006,09:49:00,1.496
17/12/2006,09:50:00,4.86
17/12/2006,09:51:00,5.696
17/12/2006,09:52:00,5.676
17/12/2006,09:53:00,0.6608323226534247
17/12/2006,09:54:00,1.119
17/12/2006,09:55:00,0.588
17/12/2006,09:56:00,1.456
17/12/2006,09:57:00,4.6
17/12/2006,09:58:00,0.726
17/12/2006,09:59:00,4.549
17/12/2006,10:00:00,0.1166171924920426
17/12/2006,10:01:00,5.602
17/12/2006,10:02:00,1.25
17/12/2006,10:03:00,1.4854543629446137
17/12/2006,10:04:00,4.277
17/12/2006,10:05:00,4.585
17/12/2006,10:06:00,0.3878730492052958
17/12/2006,10:07:00,1.861
17/12/2006,10:08:00,2.979
17/12/2006,10:09:00,1.035
17/12/2006,10:10:00,1.133
17/12/2006,10:11:00,4.387
17/12/2006,10:12:00,3.057
17/12/2006,10:13:00,2.469
17/12/2006,10:14:00,0.536
17/12/2006,10:15:00,1.431
17/12/2006,10:16:00,5.118
17/12/2006,10:17:00,2.473
17/12/2006,10:18:00,0.861
17/12/2006,10:19:00,3.821
17/12/2006,10:20:00,3.748
17/12/2006,10:21:00,2.77
17/12/2006,10:22:00,0.942
17/12/2006,10:23:00,2.743
17/12/2006,10:24:00,5.636
17/12/2006,10:25:00,0.553
17/12/2006,10:26:00,4.495
17/12/2006,10:27:00,1.074
17/12/2006,10:28:00,0.7589828966898717
17/12/2006,10:29:00,4.779
17/12/2006,10:30:00,0.857
17/12/2006,10:31:00,0.6895409358586987
17/12/2006,10:32:00,0.6666227818987492
17/12/2006,10:33:00,0.505
17/12/2006,10:34:00,2.233
17/12/2006,10:35:00,5.046
17/12/2006,10:36:00,5.782
17/12/2006,10:37:00,0.844
17/12/2006,10:38:00,2.551003526097946
17/12/2006,10:39:00,0.927
17/12/2006,10:40:00,3.829
17/12/2006,10:41:00,2.954
17/12/2006,10:42:00,5.47
17/12/2006,10:43:00,2.558
17/12/2006,10:44:00,4.455
17/12/2006,10:45:00,2.895
17/12/2006,10:46:00,4.617
17/12/2006,10:47:00,1.475
17/12/2006,10:48:00,1.395
17/12/2006,10:49:00,5.327
17/12/2006,10:50:00,4.317
17/12/2006,10:51:00,1.755
17/12/2006,10:52:00,5.582
17/12/2006,10:53:00,4.49
17/12/2006,10:54:00,4.741
17/12/2006,10:55:00,5.844
17/12/2006,10:56:00,3.28
17/12/2006,10:57:00,4.544
17/12/2006,10:58:00,3.214
17/12/2006,10:59:00,0.969
17/12/2006,11:00:00,1.895
17/12/2006,11:01:00,0.804
17/12/2006,11:02:00,5.061
17/12/2006,11:03:00,0.42782173971796444
17/12/2006,11:04:00,0.8053654818706899
17/12/2006,11:05:00,0.8124338161254134
17/12/2006,11:06:00,3.333
17/12/2006,11:07:00,5.099
17/12/2006,11:08:00,3.722
17/12/2006,11:09:00,2.474
17/12/2006,11:10:00,2.033
17/12/2006,11:11:00,2.356
17/12/2006,11:12:00,2.856
17/12/2006,11:13:00,4.128
17/12/2006,11:14:00,2.682
17/12/2006,11:15:00,2.058
17/12/2006,11:16:00,5.947
17/12/2006,11:17:00,1.679
17/12/2006,11:18:00,4.732
17/12/2006,11:19:00,3.734
17/12/2006,11:20:00,5.49
17/12/2006,11:21:00,1.014
17/12/2006,11:22:00,5.487
17/12/2006,11:23:00,2.026
17/12/2006,11:24:00,3.109
17/12/2006,11:25:00,5.81
17/12/2006,11:26:00,1.336
17/12/2006,11:27:00,1.887
17/12/2006,11:28:00,4.964
17/12/2006,11:29:00,2.195
17/12/2006,11:30:00,2.773
17/12/2006,11:31:00,1.336
17/12/2006,11:32:00,0.689
17/12/2006,11:33:00,3.006
17/12/2006,11:34:00,5.463
17/12/2006,11:35:00,1.388
17/12/2006,11:36:00,1.531
17/12/2006,11:37:00,4.98
17/12/2006,11:38:00,0.7188326255275714
17/12/2006,11:39:00,2.642
17/12/2006,11:40:00,1.88
17/12/2006,11:41:00,5.309
17/12/2006,11:42:00,1.295
17/12/2006,11:43:00,2.231
17/12/2006,11:44:00,5.844
17/12/2006,11:45:00,2.268
17/12/2006,11:46:00,5.529
17/12/2006,11:47:00,2.736
17/12/2006,11:48:00,2.835
17/12/2006,11:49:00,1.751
17/12/2006,11:50:00,2.083
17/12/2006,11:51:00,0.8971159216057727
17/12/2006,11:52:00,1.7023669406076674
17/12/2006,11:53:00,1.977
17/12/2006,11:54:00,1.48
17/12/2006,11:55:00,2.572
17/12/2006,11:56:00,0.768
17/12/2006,11:57:00,3.53
17/12/2006,11:58:00,1.46
17/12/2006,11:59:00,1.721
17/12/2006,12:00:00,4.685
17/12/2006,12:01:00,4.505
17/12/2006,12:02:00,2.37
17/12/2006,12:03:00,3.646
17/12/2006,12:04:00,0.864
17/12/2006,12:05:00,1.5674661905172926
17/12/2006,12:06:00,2.931
17/12/2006,12:07:00,5.238
17/12/2006,12:08:00,4.463
17/12/2006,12:09:00,5.62
17/12/2006,12:10:00,2.44
17/12/2006,12:11:00,1.153
17/12/2006,12:12:00,2.528
17/12/2006,12:13:00,1.5968730481173539
17/12/2006,12:14:00,2.003
17/12/2006,12:15:00,4.7
17/12/2006,12:16:00,5.258
17/12/2006,12:17:00,4.26
17/12/2006,12:18:00,2.861
17/12/2006,12:19:00,5.384
17/12/2006,12:20:00,2.4594632656305997
17/12/2006,12:21:00,5.816
17/12/2006,12:22:00,3.299
17/12/2006,12:23:00,4.019
17/12/2006,12:24:00,5.774
17/12/2006,12:25:00,2.751
17/12/2006,12:26:00,1.119
17/12/2006,12:27:00,5.719
17/12/2006,12:28:00,5.814
17/12/2006,12:29:00,4.499
17/12/2006,12:30:00,1.826
17/12/2006,12:31:00,4.343
17/12/2006,12:32:00,5.711
17/12/2006,12:33:00,3.936
17/12/2006,12:34:00,4.457
17/12/2006,12:35:00,4.605
17/12/2006,12:36:00,5.131
17/12/2006,12:37:00,5.38
17/12/2006,12:38:00,4.242
17/12/2006,12:39:00,2.196
17/12/2006,12:40:00,3.174
17/12/2006,12:41:00,5.475
17/12/2006,12:42:00,0.526
17/12/2006,12:43:00,1.705
17/12/2006,12:44:00,5.763
17/12/2006,12:45:00,0.657
17/12/2006,12:46:00,0.794
17/12/2006,12:47:00,2.017
17/12/2006,12:48:00,1.19267175438483
17/12/2006,12:49:00,5.65
17/12/2006,12:50:00,2.32
17/12/2006,12:51:00,1.601
17/12/2006,12:52:00,4.766
17/12/2006,12:53:00,1.663
17/12/2006,12:54:00,4.59
17/12/2006,12:55:00,3.698
17/12/2006,12:56:00,3.432
17/12/2006,12:57:00,1.8060854157855208
17/12/2006,12:58:00,5.057
17/12/2006,12:59:00,5.443
17/12/2006,13:00:00,5.034
17/12/2006,13:01:00,4.803
17/12/2006,13:02:00,3.182
17/12/2006,13:03:00,4.75
17/12/2006,13:04:00,1.9238865513141001
17/12/2006,13:05:00,3.917
17/12/2006,13:06:00,0.42829272516956357
17/12/2006,13:07:00,0.29037217636862567
17/12/2006,13:08:00,4.303
17/12/2006,13:09:00,0.652
17/12/2006,13:10:00,3.109
17/12/2006,13:11:00,3.331
17/12/2006,13:12:00,2.200038938266306
17/12/2006,13:13:00,3.701
17/12/2006,13:14:00,1.753
17/12/2006,13:15:00,1.614
17/12/2006,13:16:00,5.685
17/12/2006,13:17:00,1.388
17/12/2006,13:18:00,4.839
17/12/2006,13:19:00,5.468
17/12/2006,13:20:00,3.443
17/12/2006,13:21:00,3.53
17/12/2006,13:22:00,2.194
17/12/2006,13:23:00,5.235
17/12/2006,13:24:00,1.057
17/12/2006,13:25:00,2.446
17/12/2006,13:26:00,1.232162582231255
17/12/2006,13:27:00,4.53
17/12/2006,13:28:00,2.009
17/12/2006,13:29:00,1.661
17/12/2006,13:30:00,5.331
17/12/2006,13:31:00,2.923
17/12/2006,13:32:00,2.585
17/12/2006,13:33:00,5.852
17/12/2006,13:34:00,4.503
17/12/2006,13:35:00,0.772
17/12/2006,13:36:00,3.942
17/12/2006,13:37:00,5.732
17/12/2006,13:38:00,4.32
17/12/2006,13:39:00,5.869
17/12/2006,13:40:00,0.67050430664157
17/12/2006,13:41:00,2.476
17/12/2006,13:42:00,1.898
17/12/2006,13:43:00,5.408
17/12/2006,13:44:00,0.689
17/12/2006,13:45:00,0.5794642342782843
17/12/2006,13:46:00,1.613
17/12/2006,13:47:00,1.230190395684209
17/12/2006,13:48:00,4.917
17/12/2006,13:49:00,5.942
17/12/2006,13:50:00,1.592
17/12/2006,13:51:00,4.658
17/12/2006,13:52:00,1.216
17/12/2006,13:53:00,4.808
17/12/2006,13:54:00,2.083
17/12/2006,13:55:00,1.62
17/12/2006,13:56:00,2.361
17/12/2006,13:57:00,4.389
17/12/2006,13:58:00,3.237
17/12/2006,13:59:00,3.491
17/12/2006,14:00:00,4.911
17/12/2006,14:01:00,5.382
17/12/2006,14:02:00,6.0
17/12/2006,14:03:00,4.475
17/12/2006,14:04:00,1.7
17/12/2006,14:05:00,3.304
17/12/2006,14:06:00,1.869
17/12/2006,14:07:00,0.841
17/12/2006,14:08:00,1.251
17/12/2006,14:09:00,0.721
17/12/2006,14:10:00,2.141613940734954
17/12/2006,14:11:00,5.427
17/12/2006,14:12:00,5.211
17/12/2006,14:13:00,1.849
17/12/2006,14:14:00,5.539
17/12/2006,14:15:00,4.878
17/12/2006,14:16:00,1.297
17/12/2006,14:17:00,4.079
17/12/2006,14:18:00,3.255
17/12/2006,14:19:00,3.579
17/12/2006,14:20:00,5.722
17/12/2006,14:21:00,4.278
17/12/2006,14:22:00,5.174
17/12/2006,14:23:00,3.805
17/12/2006,14:24:00,5.955
17/12/2006,14:25:00,5.439
17/12/2006,14:26:00,3.788
17/12/2006,14:27:00,4.932
17/12/2006,14:28:00,1.034438725194578
17/12/2006,14:29:00,5.196
17/12/2006,14:30:00,2.19
17/12/2006,14:31:00,3.6
17/12/2006,14:32:00,2.26
17/12/2006,14:33:00,5.389
17/12/2006,14:34:00,4.528
17/12/2006,14:35:00,2.385
17/12/2006,14:36:00,1.35
17/12/2006,14:37:00,3.462
17/12/2006,14:38:00,2.964
17/12/2006,14:39:00,1.1508207264548986
17/12/2006,14:40:00,3.659
17/12/2006,14:41:00,1.019
17/12/2006,14:42:00,3.674
17/12/2006,14:43:00,2.211
17/12/2006,14:44:00,2.973
17/12/2006,14:45:00,1.291
17/12/2006,14:46:00,5.6
17/12/2006,14:47:00,1.936
17/12/2006,14:48:00,5.933
17/12/2006,14:49:00,1.9693979043503476
17/12/2006,14:50:00,3.689
17/12/2006,14:51:00,1.608
17/12/2006,14:52:00,5.931
17/12/2006,14:53:00,1.73
17/12/2006,14:54:00,0.681
17/12/2006,14:55:00,4.171
17/12/2006,14:56:00,2.5
17/12/2006,14:57:00,3.836
17/12/2006,14:58:00,3.335
17/12/2006,14:59:00,3.697
17/12/2006,15:00:00,1.428
17/12/2006,15:01:00,2.972
17/12/2006,15:02:00,5.296
17/12/2006,15:03:00,1.414
17/12/2006,15:04:00,2.972
17/12/2006,15:05:00,2.073
17/12/2006,15:06:00,3.622
17/12/2006,15:07:00,2.915
17/12/2006,15:08:00,4.723
17/12/2006,15:09:00,1.571
17/12/2006,15:10:00,0.7091663368116717
17/12/2006,15:11:00,3.44
17/12/2006,15:12:00,3.983
17/12/2006,15:13:00,2.0804241454767083
17/12/2006,15:14:00,0.868019092192611
17/12/2006,15:15:00,3.438
17/12/2006,15:16:00,2.034
17/12/2006,15:17:00,4.509
17/12/2006,15:18:00,1.612
17/12/2006,15:19:00,0.46582615038968317
17/12/2006,15:20:00,1.354
17/12/2006,15:21:00,0.5407925366711768
17/12/2006,15:22:00,3.875
17/12/2006,15:23:00,2.274512575769777
17/12/2006,15:24:00,3.639
17/12/2006,15:25:00,2.275
17/12/2006,15:26:00,4.876
17/12/2006,15:27:00,1.5206424569668746
17/12/2006,15:28:00,5.316
17/12/2006,15:29:00,1.995
17/12/2006,15:30:00,0.533
17/12/2006,15:31:00,4.801
17/12/2006,15:32:00,3.964
17/12/2006,15:33:00,2.931
17/12/2006,15:34:00,5.633
17/12/2006,15:35:00,1.568
17/12/2006,15:36:00,2.522
17/12/2006,15:37:00,3.95
17/12/2006,15:38:00,4.098
17/12/2006,15:39:00,0.927
17/12/2006,15:40:00,4.361
17/12/2006,15:41:00,2.997
17/12/2006,15:42:00,0.891
17/12/2006,15:43:00,5.506
17/12/2006,15:44:00,0.844
17/12/2006,15:45:00,4.686
17/12/2006,15:46:00,3.067
17/12/2006,15:47:00,5.232
17/12/2006,15:48:00,1.486
17/12/2006,15:49:00,3.704
17/12/2006,15:50:00,1.055
17/12/2006,15:51:00,3.929
17/12/2006,15:52:00,5.443
17/12/2006,15:53:00,3.139
17/12/2006,15:54:00,0.573
17/12/2006,15:55:00,0.6401373381524902
17/12/2006,15:56:00,4.479
17/12/2006,15:57:00,4.685
17/12/2006,15:58:00,0.697
17/12/2006,15:59:00,4.033
17/12/2006,16:00:00,5.156
17/12/2006,16:01:00,3.62
17/12/2006,16:02:00,1.018
17/12/2006,16:03:00,5.176
17/12/2006,16:04:00,4.004
17/12/2006,16:05:00,5.105
17/12/2006,16:06:00,3.463
17/12/2006,16:07:00,2.077
17/12/2006,16:08:00,3.579
17/12/2006,16:09:00,0.1763567137547189
17/12/2006,16:10:00,4.352
17/12/2006,16:11:00,1.781
17/12/2006,16:12:00,5.407
17/12/2006,16:13:00,4.268
17/12/2006,16:14:00,2.37
17/12/2006,16:15:00,1.737
17/12/2006,16:16:00,5.184
17/12/2006,16:17:00,1.1726069014488982
17/12/2006,16:18:00,4.865
17/12/2006,16:19:00,2.338
17/12/2006,16:20:00,1.626
17/12/2006,16:21:00,1.717
17/12/2006,16:22:00,5.397
17/12/2006,16:23:00,4.131
17/12/2006,16:24:00,0.862
17/12/2006,16:25:00,4.661
17/12/2006,16:26:00,0.683
17/12/2006,16:27:00,3.777
17/12/2006,16:28:00,3.736
17/12/2006,16:29:00,1.755
17/12/2006,16:30:00,1.099
17/12/2006,16:31:00,4.258
17/12/2006,16:32:00,3.273
17/12/2006,16:33:00,4.809
17/12/2006,16:34:00,1.1735718700796374
17/12/2006,16:35:00,1.3306238501055079
17/12/2006,16:36:00,3.029
17/12/2006,16:37:00,1.636
17/12/2006,16:38:00,0.903
17/12/2006,16:39:00,2.947
17/12/2006,16:40:00,4.514
17/12/2006,16:41:00,2.022
17/12/2006,16:42:00,1.099
17/12/2006,16:43:00,4.175
17/12/2006,16:44:00,5.604
17/12/2006,16:45:00,0.8474584049701224
17/12/2006,16:46:00,1.161
17/12/2006,16:47:00,2.478
17/12/2006,16:48:00,0.3853525600428004
17/12/2006,16:49:00,0.5952923161112673
17/12/2006,16:50:00,5.891
17/12/2006,16:51:00,3.303
17/12/2006,16:52:00,3.852
17/12/2006,16:53:00,5.761
17/12/2006,16:54:00,5.139
17/12/2006,16:55:00,2.652
17/12/2006,16:56:00,2.554
17/12/2006,16:57:00,5.527
17/12/2006,16:58:00,3.595
17/12/2006,16:59:00,4.537
17/12/2006,17:00:00,2.368
17/12/2006,17:01:00,2.299
17/12/2006,17:02:00,0.26109138023286094
17/12/2006,17:03:00,0.607
17/12/2006,17:04:00,4.452
17/12/2006,17:05:00,5.456
17/12/2006,17:06:00,0.12152606577869328
17/12/2006,17:07:00,5.73
17/12/2006,17:08:00,5.108
17/12/2006,17:09:00,3.579
17/12/2006,17:10:00,2.734
17/12/2006,17:11:00,3.412
17/12/2006,17:12:00,1.2127512797061255
17/12/2006,17:13:00,2.286
17/12/2006,17:14:00,5.347
17/12/2006,17:15:00,1.2113582063462731
17/12/2006,17:16:00,4.039
17/12/2006,17:17:00,2.104
17/12/2006,17:18:00,1.812
17/12/2006,17:19:00,0.709
17/12/2006,17:20:00,5.804
17/12/2006,17:21:00,1.173
17/12/2006,17:22:00,2.652
17/12/2006,17:23:00,5.669
17/12/2006,17:24:00,1.412
17/12/2006,17:25:00,0.953
17/12/2006,17:26:00,2.426
17/12/2006,17:27:00,2.155
17/12/2006,17:28:00,3.571
17/12/2006,17:29:00,0.519
17/12/2006,17:30:00,2.215
17/12/2006,17:31:00,0.699
17/12/2006,17:32:00,5.771
17/12/2006,17:33:00,2.634
17/12/2006,17:34:00,4.408
17/12/2006,17:35:00,1.281
17/12/2006,17:36:00,2.543
17/12/2006,17:37:00,2.663
17/12/2006,17:38:00,5.948
17/12/2006,17:39:00,3.981
17/12/2006,17:40:00,1.468
17/12/2006,17:41:00,1.267
17/12/2006,17:42:00,4.886
17/12/2006,17:43:00,5.445
17/12/2006,17:44:00,4.162
17/12/2006,17:45:00,0.6316303719534524
17/12/2006,17:46:00,4.346
17/12/2006,17:47:00,2.634
17/12/2006,17:48:00,3.596
17/12/2006,17:49:00,1.979
17/12/2006,17:50:00,5.891
17/12/2006,17:51:00,3.399
17/12/2006,17:52:00,0.41755948984071256
17/12/2006,17:53:00,4.095
17/12/2006,17:54:00,1.425
17/12/2006,17:55:00,4.573
17/12/2006,17:56:00,0.695
17/12/2006,17:57:00,2.562
17/12/2006,17:58:00,4.921
17/12/2006,17:59:00,5.844
17/12/2006,18:00:00,2.944
17/12/2006,18:01:00,1.308
17/12/2006,18:02:00,0.765
17/12/2006,18:03:00,4.906
17/12/2006,18:04:00,5.056
17/12/2006,18:05:00,4.219
17/12/2006,18:06:00,0.59
17/12/2006,18:07:00,1.016
17/12/2006,18:08:00,3.664
17/12/2006,18:09:00,2.16830659381642
17/12/2006,18:10:00,1.829
17/12/2006,18:11:00,0.5686863406507049
17/12/2006,18:12:00,1.323
17/12/2006,18:13:00,2.429
17/12/2006,18:14:00,4.694
17/12/2006,18:15:00,4.925
17/12/2006,18:16:00,4.738
17/12/2006,18:17:00,5.976
17/12/2006,18:18:00,1.434
17/12/2006,18:19:00,3.294
17/12/2006,18:20:00,5.364
17/12/2006,18:21:00,4.895
17/12/2006,18:22:00,4.0
17/12/2006,18:23:00,1.777
17/12/2006,18:24:00,5.839
17/12/2006,18:25:00,4.025
17/12/2006,18:26:00,2.741
17/12/2006,18:27:00,4.482
17/12/2006,18:28:00,2.374
17/12/2006,18:29:00,0.524
17/12/2006,18:30:00,3.922
17/12/2006,18:31:00,1.117
17/12/2006,18:32:00,2.945
17/12/2006,18:33:00,2.617
17/12/2006,18:34:00,5.242
17/12/2006,18:35:00,5.792
17/12/2006,18:36:00,3.707
17/12/2006,18:37:00,4.737
17/12/2006,18:38:00,5.323
17/12/2006,18:39:00,3.752
17/12/2006,18:40:00,2.45
17/12/2006,18:41:00,3.748
17/12/2006,18:42:00,1.365
17/12/2006,18:43:00,2.63
17/12/2006,18:44:00,0.8677514913314707
17/12/2006,18:45:00,1.8
17/12/2006,18:46:00,3.247
17/12/2006,18:47:00,1.285
17/12/2006,18:48:00,2.551
17/12/2006,18:49:00,1.577
17/12/2006,18:50:00,2.563
17/12/2006,18:51:00,0.985
17/12/2006,18:52:00,1.537
17/12/2006,18:53:00,2.612
17/12/2006,18:54:00,4.153
17/12/2006,18:55:00,3.393
17/12/2006,18:56:00,5.012
17/12/2006,18:57:00,1.454
17/12/2006,18:58:00,4.555
17/12/2006,18:59:00,3.684
17/12/2006,19:00:00,1.873
17/12/2006,19:01:00,3.368
17/12/2006,19:02:00,3.522
17/12/2006,19:03:00,2.649
17/12/2006,19:04:00,1.926
17/12/2006,19:05:00,0.523
17/12/2006,19:06:00,2.222
17/12/2006,19:07:00,1.022
17/12/2006,19:08:00,5.117
17/12/2006,19:09:00,1.309
17/12/2006,19:10:00,1.4819920807427434
17/12/2006,19:11:00,0.48251360672295335
17/12/2006,19:12:00,4.654
17/12/2006,19:13:00,0.974
17/12/2006,19:14:00,5.885
17/12/2006,19:15:00,5.955
17/12/2006,19:16:00,5.53
17/12/2006,19:17:00,4.064
17/12/2006,19:18:00,2.533
17/12/2006,19:19:00,1.855
17/12/2006,19:20:00,1.678
17/12/2006,19:21:00,0.828
17/12/2006,19:22:00,5.277
17/12/2006,19:23:00,4.333
17/12/2006,19:24:00,5.051
17/12/2006,19:25:00,2.923
17/12/2006,19:26:00,1.543
17/12/2006,19:27:00,1.334
17/12/2006,19:28:00,3.426
17/12/2006,19:29:00,5.565
17/12/2006,19:30:00,3.064
17/12/2006,19:31:00,2.419
17/12/2006,19:32:00,0.623
17/12/2006,19:33:00,1.54
17/12/2006,19:34:00,4.389
17/12/2006,19:35:00,4.768
17/12/2006,19:36:00,3.401
17/12/2006,19:37:00,2.035202870954166
17/12/2006,19:38:00,3.549
17/12/2006,19:39:00,1.537
17/12/2006,19:40:00,3.885
17/12/2006,19:41:00,2.933
17/12/2006,19:42:00,0.731
17/12/2006,19:43:00,2.89
17/12/2006,19:44:00,4.405
17/12/2006,19:45:00,4.337
17/12/2006,19:46:00,5.134
17/12/2006,19:47:00,1.5241412403355328
17/12/2006,19:48:00,0.798
17/12/2006,19:49:00,4.062
17/12/2006,19:50:00,4.682
17/12/2006,19:51:00,2.566
17/12/2006,19:52:00,1.4220893363820755
17/12/2006,19:53:00,1.444
17/12/2006,19:54:00,4.038
17/12/2006,19:55:00,5.436
17/12/2006,19:56:00,5.137
17/12/2006,19:57:00,1.262
17/12/2006,19:58:00,1.7429782845286133
17/12/2006,19:59:00,1.02
17/12/2006,20:00:00,0.9721087299804394
